,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001.11.01
Glass Type,Code,,Refractive Index,,,,,,,,,,,,Abbe Number,,,Dispersions,,Partial Dispersions,,,,,,Relative Partial Dispersions,,,,,,"Deviation of Relative Partial Dispersions delta P from ""Normal""",,Constants of Dispersion Formula,,,,,,,,,,Specific Gravity,,,,,,,,,,Coloring ,,Internal Transmittance (T 10mm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bubble Quality Group,Notes,
,Code(d),Code(e),nA',nr,nC,nC',nHe-Ne,nD,nd,ne,nF,nF',ng,nh,vd,ve,vg,nF-nC,nF'-nC',nd-nC,ne-nd,ng-nd,ng-nF,nd-nC',nF'-nd,"Pd,C","Pe,d","Pg,F","P'd,C'","P'e,d","P'g,F'","delta Pg,d","delta Pg,F",A0,A1,A2,A3,A4,A5,A6,Expansion Coefficients,Transformation Temperature,Yield Point,,Water Resistance (Powder),Acid Resistance (Powder),Acid Resistance (Surface),Knoop Hardness,Abrasion,Photoelastic Constant,Young's Modulus,Rigidity Modulus,Poisson's Ratio,lambda80/lambda5,lambda70/lambda5,lambda80/lambda5,280nm,290nm,300nm,310nm,320nm,330nm,340nm,350nm,360nm,370nm,380nm,390nm,400nm,420nm,440nm,460nm,480nm,500nm,550nm,600nm,650nm,700nm,800nm,900nm,1000nm,1200nm,1400nm,1600nm,1800nm,2000nm,2200nm,2400nm,,,
E-BAF10,670472,673470,1.66105 ,1.66341 ,1.66579 ,1.66646 ,1.66709 ,1.66990 ,1.67003 ,1.67340 ,1.67997 ,1.68080 ,1.68796 ,1.69473 ,47.24 ,46.95 ,37.37 ,0.014184 ,0.014342 ,0.004240 ,0.003372 ,0.017928 ,0.007984 ,0.003570 ,0.010772 ,0.2989 ,0.2377 ,0.5629 ,0.2489 ,0.2351 ,0.4990 ,-0.0026 ,-0.0022 ,2.72932262E+00,-1.06085219E-02,2.04478583E-02,4.84576944E-04,-3.06411426E-06,1.63981487E-06,0.00000000E+00,73,627,663,3.82 ,2,4,,503(5),148,,,,,39/34,,377/342,,,,,,,0.03,0.27,0.60,0.79,0.900,0.941,0.967,0.985,0.990,0.993,0.996,0.998,0.999,0.999,0.998,0.999,0.999,0.999,0.999,0.999,0.996,0.999,0.991,0.985,0.952,0.87,1,AY,TEST POT DATA
E-BAF11,667483,670480,1.65797 ,1.66027 ,1.66259 ,1.66324 ,1.66385 ,1.66660 ,1.66672 ,1.67000 ,1.67639 ,1.67719 ,1.68412 ,1.69067 ,48.32 ,48.03 ,38.31 ,0.013799 ,0.013949 ,0.004131 ,0.003282 ,0.017403 ,0.007735 ,0.003478 ,0.010471 ,0.2994 ,0.2378 ,0.5605 ,0.2493 ,0.2353 ,0.4970 ,-0.0031 ,-0.0028 ,2.71954649E+00,-1.00472501E-02,2.00301385E-02,4.65868302E-04,-7.51633336E-06,1.77544989E-06,0.00000000E+00,76,660,701,3.53 ,2,3,,546(5),136,,,,,39/34,,375/340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Y,TEST POT DATA
E-BAF12,639449,643446,1.63033 ,1.63268 ,1.63506 ,1.63573 ,1.63635 ,1.63917 ,1.63930 ,1.64268 ,1.64930 ,1.65014 ,1.65740 ,1.66433 ,44.88 ,44.60 ,35.33 ,0.014244 ,0.014410 ,0.004244 ,0.003383 ,0.018097 ,0.008097 ,0.003574 ,0.010836 ,0.2980 ,0.2375 ,0.5684 ,0.2480 ,0.2348 ,0.5039 ,-0.0011 ,-0.0007 ,2.62833748E+00,-1.00974072E-02,2.03176439E-02,3.75302287E-04,1.45983254E-05,1.37126433E-06,0.00000000E+00,80,592,635,3.22 ,1,2,,535(5),144,,,,,39/35,,376/350,,,,,,,,0.06,0.38,0.69,0.85,0.922,0.956,0.981,0.988,0.992,0.995,0.988,0.999,0.999,0.998,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.992,0.979,0.925,0.83,1,Y,TEST POT DATA
E-BASF2,664359,669356,1.65321 ,1.65607 ,1.65904 ,1.65988 ,1.66068 ,1.66430 ,1.66446 ,1.66885 ,1.67754 ,1.67865 ,1.68838 ,1.69786 ,35.91 ,35.65 ,27.78 ,0.018502 ,0.018762 ,0.005423 ,0.004386 ,0.023918 ,0.010839 ,0.004575 ,0.014187 ,0.2931 ,0.2371 ,0.5858 ,0.2438 ,0.2338 ,0.5187 ,0.0020 ,0.0017 ,2.67701358E+00,3.01170374E-03,3.31203760E-02,-9.25663558E-04,1.80536382E-04,-2.62215298E-06,0.00000000E+00,103,572,616,3.10 ,1,1,,503(5),175,,,,,41/36,,389/353,,,,,,,,,0.05,0.34,0.64,0.81,0.89,0.961,0.980,0.988,0.992,0.996,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.988,0.980,0.944,0.906,1,Y,TEST POT DATA
E-BASF6,668420,671417,1.65767 ,1.66023 ,1.66285 ,1.66359 ,1.66428 ,1.66741 ,1.66755 ,1.67133 ,1.67875 ,1.67969 ,1.68789 ,1.69574 ,41.96 ,41.67 ,32.82 ,0.015908 ,0.016109 ,0.004706 ,0.003775 ,0.020338 ,0.009136 ,0.003966 ,0.012143 ,0.2958 ,0.2373 ,0.5743 ,0.2462 ,0.2343 ,0.5087 ,0.0007 ,0.0004 ,2.71377616E+00,-9.41072521E-03,2.21914885E-02,7.35180213E-04,-2.11522864E-05,3.73099495E-06,0.00000000E+00,80,601,642,3.20 ,1,4,,510(5),128,,,,,40/35,,387/352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Y,TEST POT DATA
E-BASF7,702412,706409,1.69094 ,1.69370 ,1.69650 ,1.69729 ,1.69803 ,1.70139 ,1.70154 ,1.70559 ,1.71354 ,1.71455 ,1.72334 ,1.73190 ,41.17 ,40.89 ,32.18 ,0.017041 ,0.017256 ,0.005042 ,0.004047 ,0.021798 ,0.009799 ,0.004250 ,0.013006 ,0.2959 ,0.2375 ,0.5750 ,0.2463 ,0.2345 ,0.5095 ,-0.0003 ,-0.0003 ,2.83515039E+00,-1.78508143E-02,1.53978598E-02,3.71905515E-03,-4.88482182E-04,3.29017911E-05,0.00000000E+00,83,628,679,3.55 ,1,3,,517(5),148,,,,,41/35,,388/356,,,,,,,,0.03,0.23,0.51,0.71,0.83,0.902,0.964,0.984,0.993,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.997,0.999,0.992,0.988,0.962,0.88,1,Y,TEST POT DATA
E-BASF8,723379,728377,1.71167 ,1.71471 ,1.71781 ,1.71869 ,1.71952 ,1.72325 ,1.72342 ,1.72794 ,1.73688 ,1.73802 ,1.74800 ,1.75769 ,37.95 ,37.67 ,29.43 ,0.019063 ,0.019322 ,0.005606 ,0.004516 ,0.024580 ,0.011123 ,0.004726 ,0.014596 ,0.2941 ,0.2369 ,0.5835 ,0.2446 ,0.2337 ,0.5167 ,0.0031 ,0.0028 ,2.88848579E+00,-1.17260382E-02,2.69121453E-02,9.31846805E-04,-1.77180132E-05,5.63107499E-06,0.00000000E+00,86,634,682,3.58 ,1,3,,511(5),150,,,,,42/36,,394/360,,,,,,,,,0.11,0.37,0.62,0.77,0.87,0.949,0.976,0.987,0.995,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.988,0.961,0.88,1,Y,TEST POT DATA
E-SK2,607567,610565,1.60049 ,1.60232 ,1.60414 ,1.60466 ,1.60514 ,1.60728 ,1.60738 ,1.60993 ,1.61485 ,1.61546 ,1.62071 ,1.62559 ,56.75 ,56.45 ,45.58 ,0.010703 ,0.010804 ,0.003236 ,0.002552 ,0.013326 ,0.005859 ,0.002723 ,0.008081 ,0.3023 ,0.2384 ,0.5474 ,0.2520 ,0.2362 ,0.4855 ,-0.0013 ,-0.0017 ,2.54232970E+00,-1.00137205E-02,1.36627069E-02,8.28586571E-04,-8.59026849E-05,5.07949629E-06,0.00000000E+00,59,618,664,3.45 ,1,4,,466(5),110,,,,,35/30,,343/300,,0.01,0.07,0.22,0.44,0.63,0.78,0.87,0.933,0.967,0.982,0.992,0.998,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.999,0.999,0.999,0.999,0.999,0.996,0.999,0.986,0.976,0.908,0.79,1,Y,TEST POT DATA
E-SK4,613587,615585,1.60594 ,1.60775 ,1.60955 ,1.61005 ,1.61052 ,1.61262 ,1.61272 ,1.61520 ,1.61998 ,1.62058 ,1.62567 ,1.63039 ,58.73 ,58.46 ,47.31 ,0.010433 ,0.010524 ,0.003167 ,0.002487 ,0.012952 ,0.005686 ,0.002663 ,0.007861 ,0.3036 ,0.2384 ,0.5450 ,0.2530 ,0.2363 ,0.4838 ,-0.0007 ,-0.0008 ,2.55935739E+00,-1.01666557E-02,1.45878700E-02,3.65441070E-04,-1.59151229E-05,9.98614390E-07,0.00000000E+00,72,653,696,3.54 ,2,4,,598(6),144,,,,,36/31,,345/310,,0.01,0.07,0.20,0.35,0.53,0.72,0.86,0.940,0.983,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.989,0.944,0.848,1,Y,TEST POT DATA
E-SK5,589612,591609,1.58279 ,1.58450 ,1.58619 ,1.58666 ,1.58709 ,1.58904 ,1.58913 ,1.59143 ,1.59582 ,1.59636 ,1.60103 ,1.60535 ,61.16 ,60.92 ,49.52 ,0.009632 ,0.009708 ,0.002944 ,0.002297 ,0.011898 ,0.005210 ,0.002474 ,0.007234 ,0.3056 ,0.2385 ,0.5409 ,0.2548 ,0.2366 ,0.4804 ,-0.0017 ,-0.0008 ,2.48616859E+00,-9.62090414E-03,1.46866348E-02,-1.17877135E-04,4.43876615E-05,-2.05228288E-06,0.00000000E+00,69,613,655,3.20 ,2,4,,611(6),126,,86.7,34.6,0.252,35/30,,334/294,,0.02,0.14,0.36,0.58,0.75,0.86,0.918,0.957,0.972,0.985,0.988,0.992,0.993,0.994,0.995,0.996,0.997,0.999,0.999,0.998,0.999,,,,,,,,,,,1,Y,TEST POT DATA
E-SK10,623570,625568,1.61573 ,1.61761 ,1.61949 ,1.62001 ,1.62051 ,1.62270 ,1.62280 ,1.62540 ,1.63041 ,1.63103 ,1.63637 ,1.64133 ,57.03 ,56.76 ,45.89 ,0.010920 ,0.011018 ,0.003311 ,0.002603 ,0.013572 ,0.005963 ,0.002785 ,0.008233 ,0.3032 ,0.2384 ,0.5461 ,0.2528 ,0.2362 ,0.4846 ,-0.0029 ,-0.0026 ,2.58912326E+00,-1.00115186E-02,1.56165805E-02,3.28758605E-04,-9.84858579E-06,7.82877169E-07,0.00000000E+00,78,638,680,3.57 ,2,4,,547(5),167,,,,,35/31,,344/309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,AY,TEST POT DATA
E-SK11,564607,566604,1.55774 ,1.55938 ,1.56100 ,1.56146 ,1.56188 ,1.56376 ,1.56384 ,1.56606 ,1.57029 ,1.57082 ,1.57532 ,1.57947 ,60.68 ,60.43 ,49.12 ,0.009292 ,0.009367 ,0.002836 ,0.002216 ,0.011479 ,0.005023 ,0.002384 ,0.006983 ,0.3052 ,0.2385 ,0.5406 ,0.2545 ,0.2366 ,0.4800 ,-0.0026 ,-0.0019 ,2.41034365E+00,-1.01286559E-02,1.26748412E-02,2.57347078E-04,-6.24279133E-06,3.35932224E-07,0.00000000E+00,76,564,622,2.98 ,2,3,,492(5),106,,,,,35/30,,336/300,0.02,0.13,0.34,0.58,0.76,0.87,0.934,0.968,0.985,0.991,0.993,0.998,0.998,0.998,0.996,0.997,0.999,0.999,0.999,0.999,0.998,0.999,,,,,,,,,,,1,Y,TEST POT DATA
E-SK14,603607,605604,1.59660 ,1.59835 ,1.60008 ,1.60056 ,1.60102 ,1.60302 ,1.60311 ,1.60548 ,1.61002 ,1.61059 ,1.61541 ,1.61987 ,60.67 ,60.41 ,49.05 ,0.009941 ,0.010023 ,0.003031 ,0.002371 ,0.012297 ,0.005387 ,0.002548 ,0.007475 ,0.3049 ,0.2385 ,0.5419 ,0.2542 ,0.2366 ,0.4811 ,-0.0010 ,-0.0007 ,2.53104523E+00,-1.07742896E-02,1.40100006E-02,2.47886041E-04,-1.08816440E-06,1.03415548E-07,0.00000000E+00,70,658,694,3.43 ,2,4,,574(6),126,,,,,35/31,,338/306,,0.03,0.16,0.38,0.59,0.75,0.85,0.917,0.953,0.973,0.984,0.988,0.993,0.995,0.995,0.996,0.998,0.999,0.999,0.999,0.999,0.999,,,,,,,,,,,1,Y,TEST POT DATA
E-SK15,623582,626580,1.61602 ,1.61789 ,1.61974 ,1.62026 ,1.62074 ,1.62289 ,1.62299 ,1.62554 ,1.63044 ,1.63105 ,1.63627 ,1.64112 ,58.23 ,57.96 ,46.91 ,0.010699 ,0.010793 ,0.003249 ,0.002551 ,0.013280 ,0.005830 ,0.002732 ,0.008061 ,0.3037 ,0.2384 ,0.5449 ,0.2531 ,0.2364 ,0.4836 ,-0.0019 ,-0.0018 ,2.59512882E+00,-1.33017463E-02,1.29505299E-02,9.46976976E-04,-9.28161846E-05,5.07474225E-06,0.00000000E+00,80,645,681,3.66 ,2,4,,471(5),156,,,,,36/32,,344/305,,,0.02,0.13,0.37,0.60,0.77,0.88,0.939,0.976,0.993,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.997,0.999,0.997,0.984,0.942,0.85,1,Y,TEST POT DATA
E-SK16,620603,623600,1.61369 ,1.61549 ,1.61728 ,1.61778 ,1.61824 ,1.62032 ,1.62041 ,1.62286 ,1.62757 ,1.62815 ,1.63315 ,1.63778 ,60.29 ,60.03 ,48.70 ,0.010291 ,0.010376 ,0.003134 ,0.002454 ,0.012739 ,0.005582 ,0.002634 ,0.007742 ,0.3045 ,0.2385 ,0.5424 ,0.2539 ,0.2365 ,0.4816 ,-0.0009 ,-0.0008 ,2.58572188E+00,-1.14561541E-02,1.40913669E-02,4.39966701E-04,-2.67679001E-05,1.51331053E-06,0.00000000E+00,76,651,688,3.60 ,,,,,,,,,,35/31,,346/312,,0.02,0.10,0.26,0.47,0.66,0.79,0.88,0.940,0.971,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.981,0.920,0.80,1,Y,TEST POT DATA
E-SK18,639555,641552,1.63107 ,1.63308 ,1.63506 ,1.63561 ,1.63613 ,1.63844 ,1.63854 ,1.64128 ,1.64657 ,1.64723 ,1.65289 ,1.65818 ,55.48 ,55.20 ,44.49 ,0.011509 ,0.011617 ,0.003479 ,0.002741 ,0.014351 ,0.006321 ,0.002926 ,0.008691 ,0.3023 ,0.2382 ,0.5492 ,0.2519 ,0.2359 ,0.4872 ,-0.0021 ,-0.0021 ,2.65253732E+00,-2.07076891E-02,8.23565189E-03,2.59890034E-03,-3.02723240E-04,1.59196700E-05,0.00000000E+00,81,647,684,3.67 ,3,5,,488(5),165,,,,,38/34,,364/332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Y,TEST POT DATA
E-SSK2,622531,625528,1.61479 ,1.61678 ,1.61877 ,1.61933 ,1.61985 ,1.62220 ,1.62230 ,1.62509 ,1.63050 ,1.63118 ,1.63699 ,1.64243 ,53.06 ,52.76 ,42.36 ,0.011729 ,0.011847 ,0.003528 ,0.002793 ,0.014692 ,0.006491 ,0.002969 ,0.008878 ,0.3008 ,0.2381 ,0.5534 ,0.2506 ,0.2358 ,0.4908 ,-0.0016 ,-0.0019 ,2.59124283E+00,-1.42720620E-02,1.23965569E-02,1.53774031E-03,-1.59274472E-04,8.55211131E-06,0.00000000E+00,89,593,646,3.45 ,2,4,,437(4),195,,,,,37/33,,353/332,,,,,,0.05,0.34,0.65,0.82,0.910,0.949,0.970,0.980,0.988,0.990,0.992,0.993,0.995,0.995,0.994,0.995,0.995,0.999,0.999,0.999,0.999,0.999,0.997,0.986,0.976,0.933,0.83,1,Y,TEST POT DATA
E-SSK5,658509,662506,1.65019 ,1.65237 ,1.65455 ,1.65517 ,1.65575 ,1.65833 ,1.65844 ,1.66152 ,1.66749 ,1.66824 ,1.67469 ,1.68074 ,50.89 ,50.61 ,40.52 ,0.012938 ,0.013072 ,0.003886 ,0.003080 ,0.016249 ,0.007197 ,0.003271 ,0.009801 ,0.3004 ,0.2381 ,0.5563 ,0.2502 ,0.2356 ,0.4933 ,-0.0029 ,-0.0027 ,2.69603796E+00,-1.00729839E-02,1.88657945E-02,3.68038490E-04,4.06084448E-06,4.57460676E-07,0.00000000E+00,82,642,679,3.82 ,1,3,,521(5),184,,,,,38/34,,366/331,,,,,,,0.08,0.37,0.66,0.83,0.911,0.951,0.972,0.988,0.992,0.995,0.998,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.990,0.981,0.941,0.850,1,Y,TEST POT DATA
E-SSK8,618498,621495,1.60983 ,1.61191 ,1.61400 ,1.61459 ,1.61514 ,1.61761 ,1.61772 ,1.62067 ,1.62641 ,1.62713 ,1.63336 ,1.63926 ,49.78 ,49.49 ,39.49 ,0.012410 ,0.012542 ,0.003719 ,0.002952 ,0.015641 ,0.006950 ,0.003130 ,0.009412 ,0.2997 ,0.2379 ,0.5600 ,0.2496 ,0.2354 ,0.4967 ,-0.0008 ,-0.0008 ,2.57047824E+00,-1.19686463E-02,1.49712411E-02,1.12845548E-03,-1.10413826E-04,7.39815032E-06,0.00000000E+00,94,591,642,3.22 ,3,4,,483(5),184,,,,,39/34,,375/341,,,,,,,0.03,0.25,0.57,0.77,0.88,0.932,0.961,0.982,0.987,0.990,0.994,0.996,0.998,0.996,0.993,0.996,0.999,0.999,0.999,0.999,0.999,0.996,0.984,0.971,0.930,0.87,1,Y,TEST POT DATA
E-LLF1,548458,551455,1.54058 ,1.54257 ,1.54457 ,1.54514 ,1.54566 ,1.54804 ,1.54814 ,1.55098 ,1.55654 ,1.55725 ,1.56335 ,1.56918 ,45.79 ,45.50 ,36.05 ,0.011971 ,0.012111 ,0.003569 ,0.002843 ,0.015207 ,0.006805 ,0.003006 ,0.009105 ,0.2981 ,0.2375 ,0.5685 ,0.2482 ,0.2347 ,0.5038 ,0.0007 ,0.0010 ,2.35111949E+00,-9.04795254E-03,1.55546832E-02,4.49505996E-04,-1.02073128E-05,2.34494030E-06,0.00000000E+00,78,543,607,2.52 ,2,1,,467(5),126,,,,,37/34,,365/342,,,,,,,,0.16,0.58,0.83,0.926,0.966,0.981,0.989,0.991,0.992,0.994,0.995,0.996,0.997,0.994,0.993,0.993,0.999,0.999,0.999,0.994,0.994,0.988,0.982,0.919,0.902,1,Y,TEST POT DATA
E-LLF2,541472,543469,1.53349 ,1.53537 ,1.53729 ,1.53783 ,1.53834 ,1.54062 ,1.54072 ,1.54344 ,1.54874 ,1.54941 ,1.55521 ,1.56069 ,47.22 ,46.94 ,37.32 ,0.011450 ,0.011577 ,0.003430 ,0.002720 ,0.014490 ,0.006470 ,0.002888 ,0.008689 ,0.2996 ,0.2376 ,0.5651 ,0.2495 ,0.2349 ,0.5011 ,-0.0011 ,0.0000 ,2.31105643E+00,3.59211226E-03,2.63534925E-02,-2.86181740E-03,4.42961085E-04,-2.22792621E-05,0.00000000E+00,81,536,597,2.52 ,2,1,,473(5),126,,,,,37/34,,368/340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Y,TEST POT DATA
E-LLF6,532489,534486,1.52479 ,1.52662 ,1.52846 ,1.52897 ,1.52946 ,1.53162 ,1.53172 ,1.53430 ,1.53934 ,1.53997 ,1.54547 ,1.55069 ,48.87 ,48.57 ,38.67 ,0.010881 ,0.011000 ,0.003260 ,0.002586 ,0.013752 ,0.006131 ,0.002744 ,0.008256 ,0.2996 ,0.2377 ,0.5635 ,0.2495 ,0.2351 ,0.4996 ,0.0007 ,0.0011 ,2.30466000E+00,-8.64131348E-03,1.45944618E-02,2.06597874E-04,1.88931616E-05,1.82626789E-07,0.00000000E+00,81,529,590,2.51 ,,,,539(5),117,,,,,37/34,,363/339,,,,,,,0.09,0.50,0.80,0.921,0.963,0.982,0.989,0.993,0.993,0.994,0.995,0.997,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.991,0.984,0.932,0.921,1,Y,TEST POT DATA
E-LF5,581407,585405,1.57254 ,1.57486 ,1.57722 ,1.57788 ,1.57850 ,1.58131 ,1.58144 ,1.58482 ,1.59149 ,1.59233 ,1.59973 ,1.60687 ,40.74 ,40.46 ,31.79 ,0.014273 ,0.014453 ,0.004224 ,0.003384 ,0.018290 ,0.008241 ,0.003558 ,0.010895 ,0.2959 ,0.2371 ,0.5774 ,0.2462 ,0.2341 ,0.5117 ,0.0010 ,0.0014 ,2.44577168E+00,-1.00665627E-02,1.84371468E-02,6.44165105E-04,-1.74180822E-05,3.77641526E-06,0.00000000E+00,86,541,598,2.58 ,2,1,,503(5),125,,,,,38/35,,377/352,,,,,,,,0.01,0.27,0.66,0.87,0.949,0.982,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.992,0.983,0.920,0.900,1,Y,TEST POT DATA
E-LF6,567427,570424,1.55910 ,1.56121 ,1.56339 ,1.56400 ,1.56458 ,1.56720 ,1.56732 ,1.57048 ,1.57667 ,1.57746 ,1.58425 ,1.59077 ,42.70 ,42.41 ,33.50 ,0.013286 ,0.013452 ,0.003933 ,0.003159 ,0.016935 ,0.007582 ,0.003316 ,0.010136 ,0.2960 ,0.2378 ,0.5707 ,0.2465 ,0.2348 ,0.5054 ,-0.0016 ,-0.0020 ,2.40261610E+00,-5.31026402E-03,1.70623068E-02,9.92586995E-04,-1.10715814E-04,9.21295404E-06,0.00000000E+00,80,557,609,2.54 ,2,1,,480(5),115,,,,,38/35,,372/349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Y,TEST POT DATA
E-LF7,575415,578412,1.56635 ,1.56861 ,1.57090 ,1.57155 ,1.57215 ,1.57488 ,1.57501 ,1.57829 ,1.58476 ,1.58558 ,1.59275 ,1.59966 ,41.48 ,41.20 ,32.41 ,0.013862 ,0.014037 ,0.004105 ,0.003287 ,0.017744 ,0.007987 ,0.003459 ,0.010578 ,0.2961 ,0.2371 ,0.5762 ,0.2464 ,0.2342 ,0.5105 ,0.0012 ,0.0014 ,2.42793483E+00,-1.01841542E-02,1.73771900E-02,7.82340309E-04,-4.23035005E-05,5.02350788E-06,0.00000000E+00,78,543,592,2.54 ,2,1,,456(5),115,,,,,38/35,,371/350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Y,TEST POT DATA
F2,620363,624361,1.60960 ,1.61227 ,1.61503 ,1.61581 ,1.61655 ,1.61989 ,1.62004 ,1.62409 ,1.63210 ,1.63312 ,1.64205 ,1.65070 ,36.33 ,36.07 ,28.17 ,0.017066 ,0.017302 ,0.005011 ,0.004046 ,0.022012 ,0.009957 ,0.004226 ,0.013076 ,0.2936 ,0.2371 ,0.5834 ,0.2442 ,0.2338 ,0.5165 ,0.0000 ,0.0000 ,2.54500231E+00,-1.33739584E-03,2.80115116E-02,-5.41702056E-04,1.50175374E-04,-3.61707105E-06,0.00000000E+00,96,436,477,3.61 ,2,2,1,413(4),174,,,,,36/32,,345/322,,,,,0.01,0.30,0.71,0.900,0.945,0.970,0.980,0.988,0.991,0.995,0.996,0.999,0.999,0.999,0.999,0.999,0.999,0.999,,,,,,,,,,,1,Y,
F5,603381,607378,1.59354 ,1.59615 ,1.59875 ,1.59949 ,1.60018 ,1.60328 ,1.60342 ,1.60717 ,1.61459 ,1.61553 ,1.62376 ,1.63172 ,38.11 ,37.85 ,29.66 ,0.015834 ,0.016042 ,0.004667 ,0.003751 ,0.020345 ,0.009178 ,0.003932 ,0.012110 ,0.2947 ,0.2369 ,0.5796 ,0.2451 ,0.2338 ,0.5133 ,-0.0011 ,-0.0008 ,2.52772484E+00,-2.38190802E-02,1.02050370E-02,3.48057562E-03,-3.60361530E-04,2.05731116E-05,0.00000000E+00,96,435,474,3.45 ,2,1,1,386(4),167,,,,,35/32,,341/318,,,,,0.11,0.55,0.83,0.936,0.966,0.981,0.985,0.990,0.995,0.996,0.997,0.998,0.999,0.999,0.999,0.999,0.999,0.999,,,,,,,,,,,1,Y,
E-F1,626356,630354,1.61512 ,1.61789 ,1.62073 ,1.62154 ,1.62230 ,1.62573 ,1.62588 ,1.63004 ,1.63828 ,1.63934 ,1.64856 ,1.65748 ,35.65 ,35.39 ,27.60 ,0.017557 ,0.017801 ,0.005154 ,0.004158 ,0.022675 ,0.010272 ,0.004346 ,0.013455 ,0.2936 ,0.2368 ,0.5851 ,0.2441 ,0.2336 ,0.5179 ,0.0003 ,0.0006 ,2.56251919E+00,-3.14623487E-03,2.91600242E-02,-8.70730012E-04,2.26533195E-04,-8.61239946E-06,0.00000000E+00,83,598,634,2.72 ,1,1,,476(5),105,,,,,39/36,,383/359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Y,TEST POT DATA
E-F2,620363,624360,1.60953 ,1.61225 ,1.61502 ,1.61581 ,1.61655 ,1.61989 ,1.62004 ,1.62409 ,1.63213 ,1.63315 ,1.64218 ,1.65100 ,36.26 ,35.99 ,28.01 ,0.017100 ,0.017340 ,0.005016 ,0.004048 ,0.022138 ,0.010054 ,0.004229 ,0.013111 ,0.2933 ,0.2367 ,0.5880 ,0.2439 ,0.2334 ,0.5206 ,0.0047 ,0.0045 ,2.55739282E+00,-1.07951229E-02,2.16807328E-02,1.05165979E-03,-5.36309816E-05,7.74663260E-06,0.00000000E+00,79,600,640,2.69 ,2,1,,531(5),110,,83.3,34,0.225,40/36,,384/359,,,,,,,,,0.05,0.37,0.70,0.86,0.932,0.979,0.988,0.991,0.995,0.999,0.999,0.999,0.998,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.990,0.979,0.917,0.907,1,Y,TEST POT DATA
E-F3,613370,617367,1.60274 ,1.60536 ,1.60805 ,1.60882 ,1.60954 ,1.61278 ,1.61293 ,1.61686 ,1.62462 ,1.62561 ,1.63426 ,1.64259 ,37.00 ,36.74 ,28.73 ,0.016567 ,0.016791 ,0.004875 ,0.003926 ,0.021333 ,0.009641 ,0.004110 ,0.012681 ,0.2943 ,0.2370 ,0.5819 ,0.2448 ,0.2338 ,0.5153 ,-0.0007 ,-0.0004 ,2.52228312E+00,-1.04823034E-03,2.93957650E-02,-1.39163033E-03,2.89680505E-04,-1.26508887E-05,0.00000000E+00,83,598,637,2.67 ,1,1,,482(5),107,,,,,39/36,,380/353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Y,TEST POT DATA
