S-FPL51,497816, 1.21225554E+00, 5.70831551E-03, 1.53884937E+00, 7.34598694E-03,-1.13867370E-01, 2.80228168E+02
S-FPL52,456903, 1.08053735E+00, 2.09392205E-02, 1.33017772E+00, 6.82878453E-03,-2.97206675E-02, 2.72281522E+02
S-FPL53,439950, 1.04505995E+00, 8.16073868E-03, 2.71674055E+00, 6.29473266E-03,-5.67620722E-02, 6.35803555E+02
S-FSL 5,487702, 1.17447043E+00, 1.40056154E-02, 1.19272435E+00, 8.41855181E-03,-5.81790767E-02, 1.29599726E+02
S-BSL 7,516641, 1.15150190E+00, 1.18583612E-01, 1.26301359E+00, 1.05984130E-02,-1.18225190E-02, 1.29617662E+02
S-BSM 2,607568, 8.67168676E-01, 6.72848343E-01, 1.18456107E+00, 3.69311003E-03, 1.81652804E-02, 1.32376147E+02
S-BSM 4,613587, 9.62443080E-01, 5.95939234E-01, 1.10558352E+00, 4.68062141E-03, 1.78772082E-02, 1.15896432E+02
S-BSM10,623570, 9.45443081E-01, 6.43237376E-01, 1.17752968E+00, 1.57263798E-02, 1.61924066E-03, 1.21361748E+02
S-BSM14,603607, 1.28286270E+00, 2.47647429E-01, 1.10383999E+00, 1.22902399E-02,-6.13142361E-03, 1.06883378E+02
S-BSM15,623582, 9.53128328E-01, 6.37613977E-01, 1.65245647E+00, 3.87638985E-03, 1.85094632E-02, 1.59442367E+02
S-BSM16,620603, 1.14490383E+00, 4.39563911E-01, 1.27688079E+00, 1.37034916E-02,-1.86514205E-03, 1.19535585E+02
S-BSM18,639554, 1.17997553E+00, 4.57534888E-01, 1.25404461E+00, 5.18384733E-03, 2.31665670E-02, 1.20593261E+02
S-BSM25,658509, 1.34814257E+00, 3.47530319E-01, 1.38798368E+00, 6.95364366E-03, 2.77863478E-02, 1.42138122E+02
S-BSM28,618498, 1.43822841E+00, 1.28100017E-01, 1.34355530E+00, 8.59779750E-03, 4.08617854E-02, 1.43709890E+02
S-BSM71,649530, 1.50847885E+00, 1.58099826E-01, 1.36815368E+00, 8.12769076E-03, 3.54200898E-02, 1.36110038E+02
S-BSM81,640601, 1.55250839E+00, 9.53908897E-02, 1.27547489E+00, 1.11607655E-02,-2.08950411E-02, 9.35161633E+01
S-NSL 3,518590, 8.82514764E-01, 3.89271907E-01, 1.10693448E+00, 4.64504582E-03, 2.00551397E-02, 1.36234339E+02
S-NSL 5,522598, 1.04574577E+00, 2.39613026E-01, 1.15906850E+00, 5.85232280E-03, 2.36858752E-02, 1.31329061E+02
S-NSL36,517524, 1.09666153E+00, 1.68990073E-01, 1.20580827E+00, 6.67491123E-03, 3.36095450E-02, 1.41668738E+02
S-BAL 2,571508, 1.30923813E+00, 1.14137353E-01, 1.17882259E+00, 8.38873953E-03, 3.99436485E-02, 1.40257892E+02
S-BAL 3,571530, 1.29366890E+00, 1.32440252E-01, 1.10197293E+00, 8.00367962E-03, 3.54711196E-02, 1.34517431E+02
S-BAL11,573578, 8.21314256E-01, 6.12586478E-01, 1.24859637E+00, 3.51436131E-03, 1.79762375E-02, 1.33456670E+02
S-BAL12,540595, 7.14605258E-01, 6.21993289E-01, 1.22537681E+00, 3.01763913E-03, 1.66505450E-02, 1.43506314E+02
S-BAL14,569563, 1.27553696E+00, 1.46083393E-01, 1.16754699E+00, 7.49692359E-03, 3.10421530E-02, 1.28947092E+02
S-BAL35,589612, 9.41357273E-01, 5.46174895E-01, 1.16168917E+00, 1.40333996E-02, 9.06635683E-04, 1.14163758E+02
S-BAL41,564607, 1.24344200E+00, 1.66301104E-01, 1.10586114E+00, 1.16396708E-02,-8.90464938E-03, 1.14111220E+02
S-BAL42,583594, 1.39570615E+00, 7.18505070E-02, 1.27129267E+00, 1.12218843E-02,-2.52117422E-02, 1.34497860E+02
S-BAM 4,606437, 1.41059317E+00, 1.11201306E-01, 1.34148939E+00, 9.63312192E-03, 4.98778210E-02, 1.52237696E+02
S-BAM12,639449, 1.50161605E+00, 1.26987445E-01, 1.43544052E+00, 9.40761826E-03, 4.72602195E-02, 1.41666499E+02
S-BAH10,670473, 1.59034337E+00, 1.38464579E-01, 1.21988043E+00, 9.32734340E-03, 4.27498654E-02, 1.19251777E+02
S-BAH11,667483, 1.57138860E+00, 1.47869313E-01, 1.28092846E+00, 9.10807936E-03, 4.02401684E-02, 1.30399367E+02
S-BAH27,702412, 1.68939052E+00, 1.33081013E-01, 1.41165515E+00, 1.03598193E-02, 5.33982239E-02, 1.26515503E+02
